split,reference,metric,mean_diff,ci95_diff,lower95_diff,seeds
overcorrection_bias,preference_only_ranker,unsafe_override,-0.08385,0.00853,-0.09239,10
overcorrection_bias,preference_only_ranker,robust_utility,0.07979,0.04736,0.03243,10
overcorrection_bias,residual_correction_learner,task_success,0.05052,0.03871,0.01181,10
overcorrection_bias,residual_correction_learner,correction_efficiency,0.15251,0.06938,0.08313,10
overcorrection_bias,residual_correction_learner,damage,-0.03542,0.00845,-0.04386,10
overcorrection_bias,residual_correction_learner,intervention_magnitude,-0.05002,0.00482,-0.05484,10
overcorrection_bias,residual_correction_learner,boundary_error,-0.23416,0.01307,-0.24722,10
overcorrection_bias,residual_correction_learner,intent_preservation,0.04475,0.00440,0.04035,10
overcorrection_bias,residual_correction_learner,unsafe_override,-0.09479,0.01262,-0.10741,10
overcorrection_bias,residual_correction_learner,robust_utility,0.15199,0.05420,0.09779,10
overcorrection_bias,robust_mpc_correction,task_success,-0.00573,0.04918,-0.05491,10
overcorrection_bias,robust_mpc_correction,correction_efficiency,-0.07430,0.10325,-0.17755,10
overcorrection_bias,robust_mpc_correction,damage,-0.01250,0.01171,-0.02421,10
overcorrection_bias,robust_mpc_correction,intervention_magnitude,-0.01400,0.00124,-0.01524,10
overcorrection_bias,robust_mpc_correction,boundary_error,0.04066,0.00535,0.03531,10
overcorrection_bias,robust_mpc_correction,intent_preservation,0.04020,0.00150,0.03869,10
overcorrection_bias,robust_mpc_correction,unsafe_override,-0.00156,0.00156,-0.00312,10
overcorrection_bias,robust_mpc_correction,robust_utility,0.00284,0.06952,-0.06668,10
overcorrection_bias,safety_filtered_residual,task_success,0.02656,0.04531,-0.01875,10
overcorrection_bias,safety_filtered_residual,correction_efficiency,0.04759,0.09093,-0.04334,10
overcorrection_bias,safety_filtered_residual,damage,-0.00052,0.00752,-0.00804,10
overcorrection_bias,safety_filtered_residual,intervention_magnitude,0.02549,0.00203,0.02346,10
overcorrection_bias,safety_filtered_residual,boundary_error,-0.05151,0.00584,-0.05734,10
overcorrection_bias,safety_filtered_residual,intent_preservation,0.05766,0.00136,0.05630,10
overcorrection_bias,safety_filtered_residual,unsafe_override,-0.00104,0.00136,-0.00240,10
overcorrection_bias,safety_filtered_residual,robust_utility,0.05316,0.06171,-0.00855,10
overcorrection_bias,uncertainty_query_policy,task_success,0.14010,0.03654,0.10357,10
overcorrection_bias,uncertainty_query_policy,correction_efficiency,0.35878,0.06457,0.29421,10
overcorrection_bias,uncertainty_query_policy,damage,-0.01979,0.00788,-0.02767,10
overcorrection_bias,uncertainty_query_policy,intervention_magnitude,0.08614,0.00429,0.08185,10
overcorrection_bias,uncertainty_query_policy,boundary_error,-0.20861,0.00694,-0.21555,10
overcorrection_bias,uncertainty_query_policy,intent_preservation,0.04826,0.00254,0.04572,10
overcorrection_bias,uncertainty_query_policy,unsafe_override,-0.08958,0.01351,-0.10309,10
overcorrection_bias,uncertainty_query_policy,robust_utility,0.25708,0.04821,0.20887,10
sparse_corrections,active_entropy_query_policy,task_success,0.12031,0.03508,0.08523,10
sparse_corrections,active_entropy_query_policy,correction_efficiency,0.28830,0.06012,0.22818,10
sparse_corrections,active_entropy_query_policy,damage,0.01302,0.01546,-0.00244,10
sparse_corrections,active_entropy_query_policy,intervention_magnitude,0.10413,0.00286,0.10127,10
sparse_corrections,active_entropy_query_policy,boundary_error,-0.16944,0.00675,-0.17619,10
sparse_corrections,active_entropy_query_policy,intent_preservation,0.01673,0.00125,0.01548,10
sparse_corrections,active_entropy_query_policy,unsafe_override,-0.06406,0.01735,-0.08142,10
sparse_corrections,active_entropy_query_policy,robust_utility,0.18180,0.04511,0.13669,10
sparse_corrections,dagger_full_correction,task_success,0.18177,0.02905,0.15272,10
sparse_corrections,dagger_full_correction,correction_efficiency,0.46891,0.04821,0.42069,10
sparse_corrections,dagger_full_correction,damage,0.00156,0.01476,-0.01320,10
sparse_corrections,dagger_full_correction,intervention_magnitude,0.06812,0.00679,0.06133,10
sparse_corrections,dagger_full_correction,boundary_error,-0.31862,0.01496,-0.33358,10
sparse_corrections,dagger_full_correction,intent_preservation,0.00705,0.00612,0.00094,10
sparse_corrections,dagger_full_correction,unsafe_override,-0.07604,0.01067,-0.08672,10
sparse_corrections,dagger_full_correction,robust_utility,0.32111,0.03934,0.28177,10
sparse_corrections,full_demo_imitation,task_success,0.16719,0.03194,0.13525,10
sparse_corrections,full_demo_imitation,correction_efficiency,0.45827,0.04703,0.41124,10
sparse_corrections,full_demo_imitation,damage,-0.00990,0.01382,-0.02371,10
sparse_corrections,full_demo_imitation,intervention_magnitude,0.06571,0.00719,0.05852,10
sparse_corrections,full_demo_imitation,boundary_error,-0.34554,0.01446,-0.36000,10
sparse_corrections,full_demo_imitation,intent_preservation,-0.00118,0.00595,-0.00713,10
sparse_corrections,full_demo_imitation,unsafe_override,-0.08646,0.01248,-0.09893,10
sparse_corrections,full_demo_imitation,robust_utility,0.31214,0.04228,0.26986,10
sparse_corrections,inverse_rl_correction_proxy,task_success,0.08125,0.02702,0.05423,10
sparse_corrections,inverse_rl_correction_proxy,correction_efficiency,0.25176,0.04224,0.20952,10
sparse_corrections,inverse_rl_correction_proxy,damage,-0.00156,0.01119,-0.01275,10
sparse_corrections,inverse_rl_correction_proxy,intervention_magnitude,0.02716,0.00199,0.02517,10
sparse_corrections,inverse_rl_correction_proxy,boundary_error,-0.13811,0.01019,-0.14829,10
sparse_corrections,inverse_rl_correction_proxy,intent_preservation,-0.08733,0.00363,-0.09096,10
sparse_corrections,inverse_rl_correction_proxy,unsafe_override,-0.07500,0.00749,-0.08248,10
sparse_corrections,inverse_rl_correction_proxy,robust_utility,0.14974,0.03435,0.11538,10
sparse_corrections,minimum_intervention_learner_v4,task_success,-0.02917,0.02483,-0.05400,10
sparse_corrections,minimum_intervention_learner_v4,correction_efficiency,-0.05850,0.04310,-0.10160,10
sparse_corrections,minimum_intervention_learner_v4,damage,-0.00573,0.01758,-0.02331,10
sparse_corrections,minimum_intervention_learner_v4,intervention_magnitude,-0.03594,0.00208,-0.03802,10
sparse_corrections,minimum_intervention_learner_v4,boundary_error,0.00709,0.00914,-0.00204,10
sparse_corrections,minimum_intervention_learner_v4,intent_preservation,0.00256,0.00165,0.00091,10
sparse_corrections,minimum_intervention_learner_v4,unsafe_override,-0.08333,0.00834,-0.09167,10
sparse_corrections,minimum_intervention_learner_v4,robust_utility,-0.00762,0.02919,-0.03681,10
sparse_corrections,no_human_baseline,task_success,0.38802,0.03041,0.35761,10
sparse_corrections,no_human_baseline,correction_efficiency,0.93329,0.04622,0.88706,10
sparse_corrections,no_human_baseline,damage,0.00260,0.01723,-0.01463,10
sparse_corrections,no_human_baseline,intervention_magnitude,0.35927,0.00607,0.35320,10
sparse_corrections,no_human_baseline,boundary_error,-0.80689,0.00856,-0.81546,10
sparse_corrections,no_human_baseline,intent_preservation,0.01335,0.00787,0.00548,10
sparse_corrections,no_human_baseline,unsafe_override,-0.05156,0.00705,-0.05861,10
sparse_corrections,no_human_baseline,robust_utility,0.57430,0.04140,0.53290,10
sparse_corrections,oracle_minimal_correction,task_success,-0.05573,0.03576,-0.09148,10
sparse_corrections,oracle_minimal_correction,correction_efficiency,-0.10864,0.05965,-0.16828,10
sparse_corrections,oracle_minimal_correction,damage,0.00573,0.01797,-0.01224,10
sparse_corrections,oracle_minimal_correction,intervention_magnitude,-0.01902,0.00227,-0.02129,10
sparse_corrections,oracle_minimal_correction,boundary_error,0.05340,0.00660,0.04680,10
sparse_corrections,oracle_minimal_correction,intent_preservation,0.01022,0.00093,0.00928,10
sparse_corrections,oracle_minimal_correction,unsafe_override,0.00000,0.00000,0.00000,10
sparse_corrections,oracle_minimal_correction,robust_utility,-0.07498,0.04290,-0.11788,10
sparse_corrections,preference_only_ranker,task_success,0.02396,0.03928,-0.01532,10
sparse_corrections,preference_only_ranker,correction_efficiency,0.06031,0.06874,-0.00843,10
sparse_corrections,preference_only_ranker,damage,-0.00313,0.01181,-0.01493,10
sparse_corrections,preference_only_ranker,intervention_magnitude,0.02637,0.00328,0.02309,10
sparse_corrections,preference_only_ranker,boundary_error,-0.02251,0.00628,-0.02879,10
sparse_corrections,preference_only_ranker,intent_preservation,0.03314,0.00180,0.03134,10
sparse_corrections,preference_only_ranker,unsafe_override,-0.07865,0.00867,-0.08732,10
sparse_corrections,preference_only_ranker,robust_utility,0.06065,0.05132,0.00933,10
sparse_corrections,residual_correction_learner,task_success,0.18490,0.02511,0.15979,10
sparse_corrections,residual_correction_learner,correction_efficiency,0.46952,0.05217,0.41735,10
sparse_corrections,residual_correction_learner,damage,-0.01094,0.01649,-0.02743,10
sparse_corrections,residual_correction_learner,intervention_magnitude,0.10280,0.00593,0.09687,10
sparse_corrections,residual_correction_learner,boundary_error,-0.37910,0.01661,-0.39571,10
sparse_corrections,residual_correction_learner,intent_preservation,0.03419,0.00588,0.02830,10
sparse_corrections,residual_correction_learner,unsafe_override,-0.06927,0.00806,-0.07733,10
sparse_corrections,residual_correction_learner,robust_utility,0.31323,0.03556,0.27768,10
sparse_corrections,robust_mpc_correction,task_success,-0.06510,0.03175,-0.09685,10
sparse_corrections,robust_mpc_correction,correction_efficiency,-0.17936,0.05509,-0.23445,10
sparse_corrections,robust_mpc_correction,damage,-0.00052,0.01070,-0.01122,10
sparse_corrections,robust_mpc_correction,intervention_magnitude,-0.05817,0.00189,-0.06006,10
sparse_corrections,robust_mpc_correction,boundary_error,0.06931,0.00843,0.06088,10
sparse_corrections,robust_mpc_correction,intent_preservation,0.03574,0.00119,0.03455,10
sparse_corrections,robust_mpc_correction,unsafe_override,-0.00156,0.00218,-0.00374,10
sparse_corrections,robust_mpc_correction,robust_utility,-0.08897,0.04280,-0.13177,10
sparse_corrections,safety_filtered_residual,task_success,0.17292,0.02342,0.14950,10
sparse_corrections,safety_filtered_residual,correction_efficiency,0.39091,0.04079,0.35012,10
sparse_corrections,safety_filtered_residual,damage,0.00156,0.01428,-0.01272,10
sparse_corrections,safety_filtered_residual,intervention_magnitude,0.13231,0.00448,0.12783,10
sparse_corrections,safety_filtered_residual,boundary_error,-0.26335,0.00781,-0.27117,10
sparse_corrections,safety_filtered_residual,intent_preservation,0.04726,0.00158,0.04567,10
sparse_corrections,safety_filtered_residual,unsafe_override,-0.00052,0.00102,-0.00154,10
sparse_corrections,safety_filtered_residual,robust_utility,0.25559,0.03085,0.22474,10
sparse_corrections,uncertainty_query_policy,task_success,0.14583,0.04049,0.10534,10
sparse_corrections,uncertainty_query_policy,correction_efficiency,0.36764,0.06289,0.30475,10
sparse_corrections,uncertainty_query_policy,damage,0.00469,0.01259,-0.00791,10
sparse_corrections,uncertainty_query_policy,intervention_magnitude,0.07722,0.00508,0.07213,10
sparse_corrections,uncertainty_query_policy,boundary_error,-0.21680,0.01452,-0.23132,10
sparse_corrections,uncertainty_query_policy,intent_preservation,0.02384,0.00292,0.02092,10
sparse_corrections,uncertainty_query_policy,unsafe_override,-0.09115,0.01462,-0.10576,10
sparse_corrections,uncertainty_query_policy,robust_utility,0.24927,0.04676,0.20252,10
